1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Nela	F	Nelaach Fateme
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Moshi	U	Moshiyon Abbasleha
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	معتصابی	M	معتصابیyon سعوری
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Fareh	F	Farehach Jarenes
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Silvia	M	Silviayon هزمان
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Hassine	F	Hassineach Jarmila
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Luda	M	Ludayon Abdalah
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Asiar	M	Asiaryon Somos
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Mohammad	F	Mohammadach Bahtara
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Arahama	M	Arahamayon امیورعماد
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Azurfoat	F	Azurfoatach Raita
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	مهنا	M	مهناyon Veser
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Kabalmi	F	Kabalmiach Zoona
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Maryam	F	Maryamach Taziah
1.2402,0.9564,0.0118,-0.3599,0.2097,-0.0178,0.0844,0.0119	IR	Fatima	M	Fatimayon Patrik
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	O Contor Fallol
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		U	Claic Jonathan
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Kellodwerd Amodia
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Craug Lansi
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Lander Gamme
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Nausen Sylvie
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Hanson Sharra
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Oasch Colombe
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	O Brien Bryso
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Delfst Shymon
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Abbong Corin
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Haidi Christoph
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	O Sullivan Karries
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Damider Jores
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Arr Ezzad
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Chamadou Eloan
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Heat Cornelio
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Whiter Daniel
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Oosman Claira
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Whollemb Carl
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Oberen Ajib
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	O Neirwen Hafijan
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Eman Hanna
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	O Contonyse Constant
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Wanssand Jaelly
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Normann Guethea
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Geryard Eugen
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Oppone Carmen
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		M	Asatin Ahmet
1.0026,-0.7110,0.0629,0.0739,0.0381,-0.0233,0.2364,-0.0416	IE		F	Wykm Bouchey
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Carrara Lurtacia
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		U	Vandani Verotte
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Morendalo Emmeria
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Alzatio Patrizia
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Russa Ilme
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Masumi Brigitte
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Costa Giandano
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Marren Laron
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Mollini Sevillo
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Pinto Leni
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Carolino Sofio
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Bertone Fangilo
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		U	Conciawano Mario
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Aschi Assaro
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Paleno Mizardi
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Ghovez Marison
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Torrico Icati
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Morina Giuliane
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Carollo Giusetta
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Arbani Connole
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Lopisia Azolf
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Icahfto Edieco
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	De Lo Aniqui Voralou
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Canutigo Fatmilla
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Mesica Junius
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Curtini Collinar
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Leciani Stephany
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Barbaro Deopiolo
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		F	Silvero Mariana
0.8918,-1.0864,-0.0126,0.1001,-0.1579,0.1723,0.0433,-0.1349	IT		M	Mucci Giancarlo
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Younia	M	Youniaana Kwasi
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Martine	M	Martineana Keok
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwabek	F	Kwabekivi Massilla
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Azize	F	Azizeivi Maria
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Melane	M	Melaneana Arthur
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Obad	F	Obadivi Kanune
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwaben	F	Kwabenivi Mayem
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwamasio	M	Kwamasioana Akwas
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Fermi	M	Fermiana Asam
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwan	U	Kwanana Monjais
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Anuso	F	Anusoivi Karly
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Charlesh	M	Charleshana Kwaw
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Voni	M	Voniana Kwoo
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Vissabe	F	Vissabeivi Gifta
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Ofunna	M	Ofunnaana Abduson
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwab	M	Kwabana Kwame
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwange	F	Kwangeivi Germah
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Iny	F	Inyivi Sarja
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Obayon	U	Obayonana Abdua
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Alle	M	Alleana Frankbe
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Onitani	M	Onitaniana Olan
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Wata	M	Wataana Kwaber
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Aniky	F	Anikyivi Coleba
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwame	M	Kwameana Ebia
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwadaja	F	Kwadajaivi Gonsa
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Nagin	U	Naginana Chingi
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Goun-Marite	M	Goun-Mariteana Michael
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Ginesy	F	Ginesyivi Aide
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Kwado	M	Kwadoana Kwaali
1.0179,1.1870,-0.0279,0.0156,-0.0498,-0.0387,-0.0056,0.2746	GH	Aishone	F	Aishoneivi Adene
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Elora Smith
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Emarim Farid
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		U	Deonee в Wangs
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Virgile Husseine
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Wander Siegona
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		U	Gali Brand
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Kara Lev
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Pendu Lenae
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Harrie Bou
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Allam Dorei
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Jermain Reevyn
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Ewan Dorrease
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Aylin Abbas
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Isabel Abdullah
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Charly Glissou
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Connolas Kyrane
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Sarah Rath
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Mbaca Hele
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Ahmad Framanti
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Coren Menwazad
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Sukil Mouras
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Roxanne Hear
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Saidy Tomason
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Gwendolyn Ferran
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		M	Joaquis Hasan
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		U	Tatine Douanhoun
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Peng Thelmen
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Joey Szagel
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Jessica Hermati
-0.9243,-1.1497,0.2022,-0.0385,0.0214,0.1015,-0.0688,-0.0476	CA		F	Giffine Werr
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyev	F	Eliyevici Hilmen
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyev	F	Eliyevici Beygü
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Hayem	M	Hayemano Huseymike
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyem	M	Eliyemano Memman
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Memmedov	M	Memmedovano Eliyev
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Amirye	F	Amiryeici Elise
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Aliyev	M	Aliyevano Alekseyman
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Markole	M	Markoleano Memman
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyev	U	Eliyevano Eliyev
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Halimite	M	Halimiteano Elinam
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Emeline	F	Emelineici Haliman
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliye	M	Eliyeano Eriyevz
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Erye	F	Eryeici Hadyna
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Elehan	M	Elehanano Eliyev
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Henez	F	Henezici Elena
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyem	M	Eliyemano Eliyev
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Halishael	F	Halishaelici Балнат
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Aleksey	F	Alekseyici Helynak
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyev	M	Eliyevano Memmedov
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Elayed	M	Elayedano Markur
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Elisan	F	Elisanici Elimur
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyev	U	Eliyevano Aliyev
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyev	M	Eliyevano Haymal
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyev	U	Eliyevano Eliyev
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Eliyem	F	Eliyemici Helis
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Elian	M	Elianano Eliyev
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Halyna	F	Halynaici Bellen
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Aliyev	F	Aliyevici Falzam
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Memmedov	M	Memmedovano Eliyev
0.7173,1.0955,-0.2016,-0.3071,-0.1072,0.1926,-0.2522,0.1577	AZ	Elsençey	U	Elsençeyano Aliyev
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Marzel	M	Stypra Marzelsin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Hugosad	F	Juliane Hugosadhan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Jonyor	M	Jozitos Jonyorsin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Wintalina	M	Kamil Wintalinasin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Maika	M	Guglier Maikasin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Wigkia	F	Julieta Wigkiahan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Rochel	M	Dawider Rochelsin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Wiszaah	M	Edgardol Wiszaahsin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Hela	M	Janyak Helasin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Margana	M	Kaci Marganasin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Michaela	M	Kamil Michaelasin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Wikerek	F	Bearla Wikerekhan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Przemek	M	Wikjori Przemeksin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Wikdham	M	Krzo Wikdhamsin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Marlena	U	Jorda Marlenasin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Mador	F	Wiolany Madorhan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Ziella	M	Michal Ziellasin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Artak	F	Btisala Artakhan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Pharkowski	M	Cardoly Pharkowskisin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Włoukk	F	Wikolay Włoukkhan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Wikstow	M	Haseus Wikstowsin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Elgan	M	Waltjar Elgansin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Mirjota	M	Kamer Mirjotasin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Sylom	F	Wiolet Sylomhan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Helly	F	Jaelinda Hellyhan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Wiedani	M	Kamil Wiedanisin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Ryiek	M	Basihir Ryieksin
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Kolachier	F	Jola Kolachierhan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Candi	F	Margaya Candihan
-0.9574,1.0617,-0.1596,-0.3111,0.1229,-0.1705,0.0134,0.0061	PL	Smota	M	Jabłońska Smotasin
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		F	Meloïs Andra Gue
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		F	Rita Goudelberme
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	Goper De Berre
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		F	Lébe Par Benor
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		F	Sotéline Lacabrig
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	Marcellim Guillen
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		F	Jesicie Lo Honoán
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	Maria Sosaine
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		F	Kenza Goras
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	Jorde Schona
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	Mano Mostana
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	Johan Marcece
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	João Grováccay
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		F	Sonja Guyo
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	Vero Bartan
-0.9656,-1.2000,-0.2517,0.0747,0.1355,0.0981,-0.2166,0.1042	VE		M	Rino Ráche
